,opt_config,mc_config,has_match
12,"{'PRGS': 0, 'ORCH_1_Dstop': 7.12, 'ORCH_1_Drestart': 3.59, 'ORCH_1_Fstop': 0.53, 'ORCH_1_Frestart': 0.11, 'PSCS__TAU': 431, 'HUM_1_VEL': 38.0, 'HUM_2_VEL': 79.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 3754.34, 'HUM_1_POS_Y': 789.02, 'HUM_2_POS_X': 176.55, 'HUM_2_POS_Y': 363.53, 'ROB_1_VEL': 76.0, 'ROB_1_CHG': 11.15689104, 'SCS': 0, 'FTG': 0.0}",,False
13,"{'PRGS': 0, 'ORCH_1_Dstop': 7.07, 'ORCH_1_Drestart': 3.85, 'ORCH_1_Fstop': 0.61, 'ORCH_1_Frestart': 0.32, 'PSCS__TAU': 419, 'HUM_1_VEL': 32.0, 'HUM_2_VEL': 55.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 897.86, 'HUM_1_POS_Y': 674.11, 'HUM_2_POS_X': 1003.85, 'HUM_2_POS_Y': 774.62, 'ROB_1_VEL': 95.0, 'ROB_1_CHG': 11.48857856, 'SCS': 0, 'FTG': 0.0}",,False
14,"{'PRGS': 4, 'ORCH_1_Dstop': 6.42, 'ORCH_1_Drestart': 2.66, 'ORCH_1_Fstop': 0.55, 'ORCH_1_Frestart': 0.21, 'PSCS__TAU': 1, 'HUM_1_VEL': 20.0, 'HUM_2_VEL': 48.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2628.06, 'HUM_1_POS_Y': 190.91, 'HUM_2_POS_X': 2882.69, 'HUM_2_POS_Y': 209.97, 'ROB_1_VEL': 92.0, 'ROB_1_CHG': 11.09797801, 'SCS': 0, 'FTG': 0.0}",,False
15,"{'PRGS': 0, 'ORCH_1_Dstop': 7.375736634, 'ORCH_1_Drestart': 2.749466285, 'ORCH_1_Fstop': 0.5942004225, 'ORCH_1_Frestart': 0.2960589623, 'PSCS__TAU': 376, 'HUM_1_VEL': 65.28569832, 'HUM_2_VEL': 74.69552308, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 3681.29, 'HUM_1_POS_Y': 733.16, 'HUM_2_POS_X': 755.82, 'HUM_2_POS_Y': 276.56, 'ROB_1_VEL': 41.09619513, 'ROB_1_CHG': 11.31857221, 'SCS': 0, 'FTG': 0.0}",,False
16,"{'PRGS': 2, 'ORCH_1_Dstop': 5.64, 'ORCH_1_Drestart': 4.07, 'ORCH_1_Fstop': 0.54, 'ORCH_1_Frestart': 0.17, 'PSCS__TAU': 171, 'HUM_1_VEL': 34.0, 'HUM_2_VEL': 57.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 387.72, 'HUM_1_POS_Y': 259.61, 'HUM_2_POS_X': 2095.46, 'HUM_2_POS_Y': 212.76, 'ROB_1_VEL': 83.0, 'ROB_1_CHG': 12.37086394, 'SCS': 0, 'FTG': 0.0}",,False
17,"{'PRGS': 0, 'ORCH_1_Dstop': 5.97, 'ORCH_1_Drestart': 3.44, 'ORCH_1_Fstop': 0.76, 'ORCH_1_Frestart': 0.14, 'PSCS__TAU': 693, 'HUM_1_VEL': 74.0, 'HUM_2_VEL': 63.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 2435.56, 'HUM_1_POS_Y': 591.61, 'HUM_2_POS_X': 1462.01, 'HUM_2_POS_Y': 536.68, 'ROB_1_VEL': 79.0, 'ROB_1_CHG': 12.00947781, 'SCS': 1, 'FTG': 0.0}",,False
18,"{'PRGS': 0, 'ORCH_1_Dstop': 6.08532006, 'ORCH_1_Drestart': 2.931816945, 'ORCH_1_Fstop': 0.6881047906, 'ORCH_1_Frestart': 0.1958712697, 'PSCS__TAU': 662, 'HUM_1_VEL': 72.34518424, 'HUM_2_VEL': 35.69012464, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 3648.55, 'HUM_1_POS_Y': 292.68, 'HUM_2_POS_X': 2405.18, 'HUM_2_POS_Y': 406.77, 'ROB_1_VEL': 34.04278774, 'ROB_1_CHG': 12.20243495, 'SCS': 0, 'FTG': 0.0}",,False
19,"{'PRGS': 0, 'ORCH_1_Dstop': 6.34, 'ORCH_1_Drestart': 3.61, 'ORCH_1_Fstop': 0.73, 'ORCH_1_Frestart': 0.27, 'PSCS__TAU': 380, 'HUM_1_VEL': 95.0, 'HUM_2_VEL': 38.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2184.49, 'HUM_1_POS_Y': 263.17, 'HUM_2_POS_X': 70.15, 'HUM_2_POS_Y': 332.47, 'ROB_1_VEL': 30.0, 'ROB_1_CHG': 11.47632012, 'SCS': 0, 'FTG': 0.0}",,False
20,"{'PRGS': 0, 'ORCH_1_Dstop': 5.44, 'ORCH_1_Drestart': 2.15, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.24, 'PSCS__TAU': 1, 'HUM_1_VEL': 96.0, 'HUM_2_VEL': 52.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 394.74, 'HUM_1_POS_Y': 767.75, 'HUM_2_POS_X': 1983.4, 'HUM_2_POS_Y': 299.33, 'ROB_1_VEL': 68.0, 'ROB_1_CHG': 11.75540571, 'SCS': 0, 'FTG': 0.0}",,False
21,"{'PRGS': 0, 'ORCH_1_Dstop': 5.9, 'ORCH_1_Drestart': 3.15, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.23, 'PSCS__TAU': 405, 'HUM_1_VEL': 96.0, 'HUM_2_VEL': 30.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 4435.4, 'HUM_1_POS_Y': 584.89, 'HUM_2_POS_X': 110.12, 'HUM_2_POS_Y': 754.44, 'ROB_1_VEL': 95.0, 'ROB_1_CHG': 12.36323709, 'SCS': 0, 'FTG': 0.0}",,False
22,"{'PRGS': 4, 'ORCH_1_Dstop': 6.82, 'ORCH_1_Drestart': 3.14, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.26, 'PSCS__TAU': 120, 'HUM_1_VEL': 82.0, 'HUM_2_VEL': 21.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 1100.11, 'HUM_1_POS_Y': 174.04, 'HUM_2_POS_X': 2892.44, 'HUM_2_POS_Y': 200.54, 'ROB_1_VEL': 72.0, 'ROB_1_CHG': 11.51347202, 'SCS': 1, 'FTG': 0.0}",,False
23,"{'PRGS': 0, 'ORCH_1_Dstop': 5.541728755, 'ORCH_1_Drestart': 3.883634661, 'ORCH_1_Fstop': 0.65590006, 'ORCH_1_Frestart': 0.1111213221, 'PSCS__TAU': 316, 'HUM_1_VEL': 72.00214868, 'HUM_2_VEL': 54.36420788, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 1.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 833.55, 'HUM_1_POS_Y': 205.47, 'HUM_2_POS_X': 2652.23, 'HUM_2_POS_Y': 681.42, 'ROB_1_VEL': 92.60541929, 'ROB_1_CHG': 11.42254907, 'SCS': 0, 'FTG': 0.0}",,False
24,"{'PRGS': 0, 'ORCH_1_Dstop': 5.587365843, 'ORCH_1_Drestart': 2.595963812, 'ORCH_1_Fstop': 0.5644867794, 'ORCH_1_Frestart': 0.2625794053, 'PSCS__TAU': 378, 'HUM_1_VEL': 59.79008117, 'HUM_2_VEL': 92.8106596, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4161.81, 'HUM_1_POS_Y': 215.39, 'HUM_2_POS_X': 2432.66, 'HUM_2_POS_Y': 613.06, 'ROB_1_VEL': 85.96867024, 'ROB_1_CHG': 12.37729112, 'SCS': 0, 'FTG': 0.0}",,False
25,"{'PRGS': 0, 'ORCH_1_Dstop': 7.12, 'ORCH_1_Drestart': 3.68, 'ORCH_1_Fstop': 0.6, 'ORCH_1_Frestart': 0.23, 'PSCS__TAU': 385, 'HUM_1_VEL': 37.0, 'HUM_2_VEL': 85.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 2974.93, 'HUM_1_POS_Y': 410.44, 'HUM_2_POS_X': 3634.84, 'HUM_2_POS_Y': 277.1, 'ROB_1_VEL': 61.0, 'ROB_1_CHG': 12.30329733, 'SCS': 0, 'FTG': 0.0}",,False
26,"{'PRGS': 0, 'ORCH_1_Dstop': 5.256304437, 'ORCH_1_Drestart': 3.233200786, 'ORCH_1_Fstop': 0.6568100368, 'ORCH_1_Frestart': 0.3770330993, 'PSCS__TAU': 415, 'HUM_1_VEL': 57.51711777, 'HUM_2_VEL': 95.88384548, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 3522.42, 'HUM_1_POS_Y': 761.63, 'HUM_2_POS_X': 2418.01, 'HUM_2_POS_Y': 668.18, 'ROB_1_VEL': 50.91075799, 'ROB_1_CHG': 12.32257271, 'SCS': 1, 'FTG': 0.0}",,False
27,"{'PRGS': 0, 'ORCH_1_Dstop': 6.96, 'ORCH_1_Drestart': 2.91, 'ORCH_1_Fstop': 0.59, 'ORCH_1_Frestart': 0.16, 'PSCS__TAU': 571, 'HUM_1_VEL': 80.0, 'HUM_2_VEL': 78.0, 'HUM_1_FW': 1.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 4231.44, 'HUM_1_POS_Y': 255.66, 'HUM_2_POS_X': 1354.43, 'HUM_2_POS_Y': 361.91, 'ROB_1_VEL': 33.0, 'ROB_1_CHG': 11.53255844, 'SCS': 0, 'FTG': 0.0}",,False
28,"{'PRGS': 5, 'ORCH_1_Dstop': 5.03, 'ORCH_1_Drestart': 2.14, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.25, 'PSCS__TAU': 214, 'HUM_1_VEL': 43.0, 'HUM_2_VEL': 56.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2830.16, 'HUM_1_POS_Y': 196.56, 'HUM_2_POS_X': 2851.44, 'HUM_2_POS_Y': 198.07, 'ROB_1_VEL': 66.0, 'ROB_1_CHG': 11.80999021, 'SCS': 1, 'FTG': 0.0}",,False
29,"{'PRGS': 0, 'ORCH_1_Dstop': 7.12, 'ORCH_1_Drestart': 3.68, 'ORCH_1_Fstop': 0.6, 'ORCH_1_Frestart': 0.23, 'PSCS__TAU': 578, 'HUM_1_VEL': 37.0, 'HUM_2_VEL': 85.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 2974.93, 'HUM_1_POS_Y': 410.44, 'HUM_2_POS_X': 3634.84, 'HUM_2_POS_Y': 277.1, 'ROB_1_VEL': 61.0, 'ROB_1_CHG': 12.36176512, 'SCS': 0, 'FTG': 0.0}",,False
30,"{'PRGS': 0, 'ORCH_1_Dstop': 7.05, 'ORCH_1_Drestart': 2.12, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.33, 'PSCS__TAU': 186, 'HUM_1_VEL': 75.0, 'HUM_2_VEL': 35.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 3138.2, 'HUM_1_POS_Y': 228.91, 'HUM_2_POS_X': 1217.09, 'HUM_2_POS_Y': 746.95, 'ROB_1_VEL': 32.0, 'ROB_1_CHG': 12.14182164, 'SCS': 0, 'FTG': 0.0}",,False
31,"{'PRGS': 0, 'ORCH_1_Dstop': 5.59, 'ORCH_1_Drestart': 4.24, 'ORCH_1_Fstop': 0.51, 'ORCH_1_Frestart': 0.32, 'PSCS__TAU': 224, 'HUM_1_VEL': 75.0, 'HUM_2_VEL': 87.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 2.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 1.0, 'HUM_1_POS_X': 339.56, 'HUM_1_POS_Y': 166.71, 'HUM_2_POS_X': 1597.98, 'HUM_2_POS_Y': 306.47, 'ROB_1_VEL': 53.0, 'ROB_1_CHG': 11.36650142, 'SCS': 0, 'FTG': 0.0}",,False
32,"{'PRGS': 4, 'ORCH_1_Dstop': 5.41, 'ORCH_1_Drestart': 3.39, 'ORCH_1_Fstop': 0.67, 'ORCH_1_Frestart': 0.11, 'PSCS__TAU': 1, 'HUM_1_VEL': 32.0, 'HUM_2_VEL': 30.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 1409.69, 'HUM_1_POS_Y': 186.85, 'HUM_2_POS_X': 2930.14, 'HUM_2_POS_Y': 199.95, 'ROB_1_VEL': 60.0, 'ROB_1_CHG': 11.18747999, 'SCS': 0, 'FTG': 0.0}",,False
33,"{'PRGS': 5, 'ORCH_1_Dstop': 5.03, 'ORCH_1_Drestart': 2.14, 'ORCH_1_Fstop': 0.74, 'ORCH_1_Frestart': 0.25, 'PSCS__TAU': 214, 'HUM_1_VEL': 43.0, 'HUM_2_VEL': 56.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2916.38, 'HUM_1_POS_Y': 194.9, 'HUM_2_POS_X': 2874.44, 'HUM_2_POS_Y': 198.37, 'ROB_1_VEL': 66.0, 'ROB_1_CHG': 11.80994169, 'SCS': 1, 'FTG': 0.0}",,False
34,"{'PRGS': 0, 'ORCH_1_Dstop': 5.405137316, 'ORCH_1_Drestart': 3.389178644, 'ORCH_1_Fstop': 0.6666167546, 'ORCH_1_Frestart': 0.1136480529, 'PSCS__TAU': 275, 'HUM_1_VEL': 32.6097776, 'HUM_2_VEL': 30.43044934, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 1549.93, 'HUM_1_POS_Y': 226.38, 'HUM_2_POS_X': 3014.82, 'HUM_2_POS_Y': 769.25, 'ROB_1_VEL': 60.33883814, 'ROB_1_CHG': 11.26937099, 'SCS': 0, 'FTG': 0.0}",,False
35,"{'PRGS': 0, 'ORCH_1_Dstop': 6.0, 'ORCH_1_Drestart': 2.49, 'ORCH_1_Fstop': 0.69, 'ORCH_1_Frestart': 0.29, 'PSCS__TAU': 588, 'HUM_1_VEL': 39.0, 'HUM_2_VEL': 36.0, 'HUM_1_FW': 0.0, 'HUM_1_AGE': 0.0, 'HUM_1_STA': 1.0, 'HUM_2_FW': 0.0, 'HUM_2_AGE': 0.0, 'HUM_2_STA': 2.0, 'HUM_1_POS_X': 3689.38, 'HUM_1_POS_Y': 746.45, 'HUM_2_POS_X': 1523.76, 'HUM_2_POS_Y': 782.97, 'ROB_1_VEL': 66.0, 'ROB_1_CHG': 11.21015176, 'SCS': 1, 'FTG': 0.0}",,False
36,"{'PRGS': 5, 'ORCH_1_Dstop': 5.05, 'ORCH_1_Drestart': 3.94, 'ORCH_1_Fstop': 0.65, 'ORCH_1_Frestart': 0.34, 'PSCS__TAU': 1, 'HUM_1_VEL': 64.0, 'HUM_2_VEL': 53.0, 'HUM_1_FW': 2.0, 'HUM_1_AGE': 1.0, 'HUM_1_STA': 0.0, 'HUM_2_FW': 2.0, 'HUM_2_AGE': 1.0, 'HUM_2_STA': 0.0, 'HUM_1_POS_X': 2876.22, 'HUM_1_POS_Y': 194.31, 'HUM_2_POS_X': 2862.26, 'HUM_2_POS_Y': 197.3, 'ROB_1_VEL': 91.0, 'ROB_1_CHG': 11.47224932, 'SCS': 1, 'FTG': 0.0}",,False
